hour,temperature,water
5,37,91.43
5,38,93.69
5,39,97.94
5,40,99.9
5,5,0.2
5,6,3.36
5,7,5.51
5,8,8.77
5,9,11.83
5,10,14.59
5,11,17.34
5,12,20.6
5,13,22.46
5,14,25.21
5,15,28.87
5,16,31.63
5,17,34.49
5,18,38.14
5,19,39.1
5,20,43.86
5,21,46.01
5,22,48.17
5,23,50.63
5,24,55.19
5,25,56.84
5,26,60.9
5,27,63.16
5,28,64.71
5,29,68.37
5,30,71.13
5,31,73.69
5,32,78.04
5,33,79.8
5,34,82.86
5,35,84.71
5,36,88.87
5,37,90.53
5,38,93.99
5,39,98.14
5,40,99.2
6,5,0.1
6,6,3.36
6,7,5.71
6,8,9.47
6,9,12.33
6,10,14.19
6,11,16.74
6,12,20.1
6,13,22.96
6,14,26.61
6,15,28.37
6,16,30.43
6,17,34.99
6,18,38.04
6,19,40.7
6,20,43.56
6,21,44.91
6,22,48.17
6,23,52.43
6,24,54.69
6,25,56.24
6,26,59.5
6,27,62.46
6,28,66.41
6,29,68.17
6,30,71.83
6,31,74.29
6,32,77.14
6,33,79.1
6,34,82.86
6,35,84.81
6,36,88.67
6,37,91.03
6,38,94.99
6,39,96.34
6,40,100.2
6,5,0.8
6,6,2.86
6,7,5.51
6,8,9.57
6,9,11.43
6,10,14.39
6,11,17.94
6,12,20.1
6,13,23.56
6,14,25.11
6,15,28.17
6,16,32.43
6,17,35.09
6,18,36.44
6,19,39.3
6,20,43.86
6,21,45.81
6,22,47.77
6,23,51.83
6,24,55.09
6,25,57.44
6,26,60.5
6,27,62.96
6,28,66.51
6,29,67.87
6,30,71.43
6,31,74.99
6,32,76.74
6,33,79.4
6,34,83.46
6,35,86.31
6,36,88.47
6,37,91.83
6,38,94.69
6,39,97.24
6,40,99.9
6,5,0.4
6,6,3.46
6,7,5.31
6,8,8.57
6,9,10.83
6,10,14.29
6,11,17.14
6,12,19
6,13,22.96
6,14,25.01
6,15,28.17
6,16,32.33
6,17,33.39
6,18,37.04
6,19,40.8
6,20,42.16
6,21,45.01
6,22,49.57
6,23,52.03
6,24,53.59
6,25,56.74
6,26,60.6
6,27,63.16
6,28,65.81
6,29,67.97
6,30,71.13
6,31,74.69
6,32,77.24
6,33,80.8
6,34,82.26
6,35,85.81
6,36,87.77
6,37,92.23
6,38,93.49
6,39,97.64
6,40,99.2
6,5,0.6
6,6,2.76
6,7,6.31
6,8,8.67
6,9,11.63
6,10,14.09
6,11,17.64
6,12,19.1
6,13,23.86
6,14,25.91
6,15,27.97
6,16,30.43
6,17,34.69
6,18,37.84
6,19,39.3
6,20,42.76
6,21,46.01
6,22,48.27
6,23,52.23
6,24,54.99
6,25,57.14
6,26,60.2
6,27,61.96
6,28,64.71
6,29,68.57
6,30,71.33
6,31,74.39
6,32,78.14
6,33,80.5
6,34,82.36
6,35,85.71
6,36,87.57
6,37,91.03
6,38,94.89
6,39,96.74
6,40,99.4
6,5,0.9
6,6,3.56
6,7,5.21
6,8,7.87
6,9,12.03
6,10,14.59
6,11,16.44
6,12,19.3
6,13,21.96
6,14,24.91
6,15,29.47
6,16,30.63
6,17,35.09
6,18,37.54
6,19,39.6
6,20,41.96
6,21,46.11
6,22,48.87
6,23,51.33
6,24,53.49
6,25,58.04
6,26,59.4
6,27,61.86
6,28,66.71
6,29,68.47
6,30,71.43
6,31,74.19
6,32,77.74
6,33,79.4
6,34,83.46
6,35,86.21
6,36,89.07
6,37,92.03
6,38,93.69
6,39,96.64
6,40,100.5
6,5,1
6,6,2.96
6,7,5.81
6,8,7.77
6,9,12.23
6,10,14.29
6,11,16.24
6,12,21
6,13,23.66
6,14,26.01
6,15,28.67
6,16,32.33
6,17,33.29
6,18,37.44
6,19,41
6,20,43.66
6,21,46.21
6,22,49.47
6,23,51.53
6,24,53.39
6,25,57.44
6,26,60
6,27,63.26
6,28,65.41
6,29,68.87
6,30,71.43
6,31,74.89
6,32,77.84
6,33,79.8
6,34,82.26
6,35,86.31
6,36,89.27
6,37,91.43
6,38,95.29
6,39,97.44
6,40,99.6
6,5,0.7
6,6,3.16
6,7,6.21
6,8,8.57
6,9,12.33
6,10,14.09
6,11,16.74
6,12,20.1
6,13,21.96
6,14,24.91
6,15,29.57
6,16,31.73
6,17,34.99
6,18,36.24
6,19,40.1
6,20,42.46
6,21,45.91
6,22,48.77
6,23,50.83
6,24,54.49
6,25,57.34
6,26,60.7
6,27,63.76
6,28,65.41
6,29,69.07
6,30,72.13
6,31,73.59
6,32,77.04
6,33,79.4
6,34,81.96
6,35,85.71
6,36,89.27
6,37,92.43
6,38,93.49
6,39,96.24
6,40,99.3
6,5,0.9
6,6,3.86
6,7,5.41
6,8,9.17
6,9,11.03
6,10,13.29
6,11,16.14
6,12,20.2
6,13,23.46
6,14,26.41
6,15,28.77
6,16,30.73
6,17,34.99
6,18,36.94
6,19,39.2
6,20,42.46
6,21,45.31
6,22,49.57
6,23,51.33
6,24,54.79
6,25,56.84
6,26,59.7
6,27,62.76
6,28,64.81
6,29,69.07
6,30,71.63
6,31,74.39
6,32,76.84
6,33,79.5
6,34,82.36
6,35,86.01
6,36,88.27
6,37,91.93
6,38,93.39
6,39,97.34
6,40,99.4
6,5,0.1
6,6,2.76
6,7,5.51
6,8,8.07
6,9,10.43
6,10,14.99
6,11,16.24
6,12,20.3
6,13,22.66
6,14,26.21
6,15,27.77
6,16,31.53
6,17,33.59
6,18,36.54
6,19,39
6,20,42.66
6,21,45.91
6,22,48.17
6,23,50.73
6,24,54.69
6,25,57.44
6,26,60.3
6,27,62.96
6,28,66.41
6,29,68.37
6,30,70.63
6,31,74.29
6,32,77.94
6,33,79.5
6,34,82.86
6,35,84.91
6,36,87.77
6,37,90.63
6,38,94.99
6,39,97.24
6,40,99.7
6,5,0.1
6,6,2.36
6,7,5.31
6,8,7.57
6,9,10.43
6,10,14.49
6,11,17.74
6,12,19.8
6,13,22.16
6,14,26.41
6,15,27.87
6,16,31.13
6,17,33.59
6,18,36.74
6,19,40.7
6,20,42.36
6,21,46.41
6,22,48.47
6,23,52.33
6,24,53.29
6,25,57.84
6,26,61
6,27,63.56
6,28,65.71
6,29,68.37
6,30,72.03
6,31,73.99
6,32,76.34
6,33,79.9
6,34,82.16
6,35,85.61
6,36,88.77
6,37,91.73
6,38,94.89
6,39,97.04
6,40,99.4
7,5,0.2
7,6,2.96
7,7,6.61
7,8,8.97
7,9,12.13
7,10,15.29
7,11,17.64
7,12,20.9
7,13,22.36
7,14,25.61
7,15,28.77
7,16,31.33
7,17,33.69
7,18,37.24
7,19,39.8
7,20,42.26
7,21,46.71
7,22,49.27
7,23,51.13
7,24,55.09
7,25,57.54
7,26,60.7
7,27,63.66
7,28,66.21
7,29,69.07
7,30,71.63
7,31,75.19
7,32,76.64
7,33,80.7
7,34,83.86
7,35,85.01
7,36,88.07
7,37,91.03
7,38,93.59
7,39,97.94
7,40,100.2
7,5,0.7
7,6,2.36
7,7,4.81
7,8,8.27
7,9,11.03
7,10,14.29
7,11,17.54
7,12,20.8
7,13,22.66
7,14,25.41
7,15,28.27
7,16,32.13
7,17,34.69
7,18,38.14
7,19,40.7
7,20,43.56
7,21,46.61
7,22,48.47
7,23,51.63
7,24,54.09
7,25,56.24
7,26,60.5
7,27,63.66
7,28,66.71
7,29,68.37
7,30,71.43
7,31,74.89
7,32,77.64
7,33,79.1
7,34,82.16
7,35,86.21
7,36,88.77
7,37,91.13
7,38,94.89
7,39,96.84
7,40,99.1
7,5,0.7
7,6,2.96
7,7,6.71
7,8,7.57
7,9,12.23
7,10,13.79
7,11,16.94
7,12,19
7,13,23.86
7,14,25.21
7,15,28.07
7,16,31.73
7,17,34.29
7,18,37.94
7,19,39.5
7,20,43.36
7,21,45.81
7,22,47.97
7,23,52.03
7,24,53.79
7,25,58.04
7,26,59.7
7,27,63.66
7,28,64.91
7,29,69.17
7,30,70.73
7,31,75.19
7,32,77.94
7,33,80.1
7,34,82.06
7,35,85.41
7,36,88.57
7,37,91.73
7,38,94.19
7,39,97.24
7,40,100.6
7,5,0.5
7,6,1.86
7,7,5.71
7,8,7.87
7,9,12.13
7,10,14.69
7,11,17.44
7,12,21
7,13,23.46
7,14,26.71
7,15,27.87
7,16,31.53
7,17,34.99
7,18,37.94
7,19,40.3
7,20,43.36
7,21,44.71
7,22,48.67
7,23,52.33
7,24,54.69
7,25,56.44
7,26,60.3
7,27,61.96
7,28,65.31
7,29,67.97
7,30,70.83
7,31,73.69
7,32,77.64
7,33,80.6
7,34,83.26
7,35,86.61
7,36,87.97
7,37,91.43
7,38,94.89
7,39,97.74
7,40,99.2
7,5,0.4
7,6,3.66
7,7,6.31
7,8,7.97
7,9,12.03
7,10,13.29
7,11,16.44
7,12,20.3
7,13,22.66
7,14,25.11
7,15,28.37
7,16,31.63
7,17,34.39
7,18,36.64
7,19,39.2
7,20,43.26
7,21,44.81
7,22,48.47
7,23,50.73
7,24,55.29
7,25,56.94
7,26,61
7,27,62.96
7,28,65.81
7,29,68.57
7,30,70.83
7,31,74.59
7,32,76.84
7,33,79.4
7,34,82.96
7,35,85.11
7,36,89.37
7,37,91.93
7,38,93.79
7,39,97.04
7,40,100.8
7,5,0.1
7,6,3.86
7,7,5.71
7,8,8.07
7,9,11.43
7,10,13.39
7,11,17.24
7,12,20.8
7,13,23.16
7,14,25.41
7,15,29.17
7,16,30.73
7,17,33.49
7,18,36.24
7,19,39.4
7,20,42.16
7,21,44.91
7,22,49.57
7,23,51.13
7,24,54.59
7,25,57.54
7,26,60
7,27,62.56
7,28,65.61
7,29,69.57
7,30,72.03
7,31,74.39
7,32,76.44
7,33,79.8
7,34,82.46
7,35,84.91
7,36,88.87
7,37,90.53
7,38,94.59
7,39,98.14
7,40,99.1
7,5,0.4
7,6,1.96
7,7,6.71
7,8,7.57
7,9,12.03
7,10,13.59
7,11,18.14
7,12,20.5
7,13,23.26
7,14,25.71
7,15,28.07
7,16,30.63
7,17,34.39
7,18,37.54
7,19,39.1
7,20,42.56
7,21,46.31
7,22,48.77
7,23,51.63
7,24,55.09
7,25,57.44
7,26,59.2
7,27,63.66
7,28,66.61
7,29,68.47
7,30,71.93
7,31,73.99
7,32,78.14
7,33,80.6
7,34,82.96
7,35,86.51
7,36,88.57
7,37,91.53
7,38,93.89
7,39,96.84
7,40,100.2
7,5,0.9
7,6,3.66
7,7,5.21
7,8,9.37
7,9,11.53
7,10,14.59
7,11,16.44
7,12,20.2
7,13,22.36
7,14,24.81
7,15,28.27
7,16,30.93
7,17,33.99
7,18,36.94
7,19,40.3
7,20,42.46
7,21,45.91
7,22,49.37
7,23,51.83
7,24,53.89
7,25,56.24
7,26,59.8
7,27,62.96
7,28,66.71
7,29,69.17
7,30,71.23
7,31,73.59
7,32,76.64
7,33,79
7,34,83.46
7,35,84.81
7,36,88.57
7,37,90.53
7,38,93.29
7,39,96.64
7,40,100.6
7,5,0.6
7,6,2.96
7,7,6.41
7,8,8.97
7,9,11.23
7,10,13.59
7,11,16.34
7,12,19.7
7,13,23.66
7,14,26.71
7,15,29.07
7,16,32.03
7,17,34.99
7,18,36.74
7,19,39.6
7,20,43.76
7,21,45.61
7,22,48.17
7,23,51.33
7,24,54.09
7,25,56.64
7,26,59.7
7,27,61.96
7,28,65.41
7,29,68.97
7,30,71.93
7,31,73.49
7,32,77.74
7,33,80.6
7,34,82.06
7,35,86.01
7,36,87.57
7,37,90.63
7,38,94.79
7,39,97.44
7,40,99.7
7,5,0.2
7,6,3.36
7,7,4.81
7,8,8.47
7,9,10.83
7,10,13.29
7,11,16.34
7,12,19.6
7,13,23.36
7,14,25.91
7,15,29.27
7,16,30.83
7,17,33.49
7,18,36.44
7,19,40.9
7,20,43.66
7,21,46.41
7,22,48.17
7,23,51.53
7,24,54.29
7,25,57.44
7,26,59.8
7,27,62.36
7,28,66.01
7,29,69.07
7,30,70.43
7,31,75.29
7,32,77.44
7,33,79.4
7,34,82.66
7,35,86.51
7,36,87.87
7,37,90.63
7,38,94.99
7,39,96.44
7,40,100.4
8,5,0.2
8,6,3.16
8,7,4.91
8,8,7.67
8,9,10.43
8,10,13.79
8,11,17.44
8,12,19.6
8,13,22.26
8,14,26.31
8,15,27.77
8,16,30.63
8,17,33.79
8,18,37.64
8,19,39.9
8,20,43.26
8,21,46.61
8,22,49.37
8,23,52.13
8,24,53.59
8,25,57.24
8,26,60.6
8,27,63.06
8,28,65.11
8,29,68.57
8,30,70.73
8,31,73.39
8,32,77.44
8,33,79.7
8,34,82.06
8,35,84.71
8,36,88.47
8,37,90.63
8,38,93.79
8,39,98.14
8,40,100.5
8,5,0.9
8,6,2.86
8,7,6.01
8,8,9.47
8,9,10.53
8,10,13.69
8,11,16.64
8,12,19.4
8,13,23.06
8,14,26.21
8,15,28.67
8,16,31.03
8,17,33.89
8,18,38.14
8,19,40.9
8,20,42.96
8,21,45.91
8,22,47.57
8,23,51.53
8,24,53.99
8,25,57.44
8,26,59.2
8,27,62.56
8,28,66.71
8,29,69.47
8,30,70.53
8,31,74.39
8,32,77.74
8,33,79.5
8,34,83.66
8,35,85.01
8,36,87.57
8,37,91.73
8,38,93.49
8,39,96.34
8,40,99.1
8,5,0.5
8,6,3.76
8,7,5.21
8,8,8.47
8,9,10.53
8,10,14.69
8,11,18.14
8,12,20.2
8,13,22.06
8,14,24.91
8,15,27.97
8,16,32.33
8,17,34.69
8,18,36.44
8,19,39.9
8,20,43.26
8,21,46.51
8,22,49.37
8,23,51.93
8,24,55.09
8,25,56.24
8,26,59.3
8,27,63.16
8,28,65.71
8,29,67.87
8,30,70.43
8,31,74.59
8,32,76.14
8,33,80.9
8,34,83.16
8,35,85.21
8,36,89.47
8,37,91.93
8,38,94.29
8,39,97.34
8,40,101
8,5,0.5
8,6,3.66
8,7,5.91
8,8,9.57
8,9,10.53
8,10,15.19
8,11,16.34
8,12,20.4
8,13,22.96
8,14,24.71
8,15,28.97
8,16,31.03
8,17,33.59
8,18,36.44
8,19,40.5
8,20,42.36
8,21,45.01
8,22,47.77
8,23,50.53
8,24,54.89
8,25,57.54
8,26,60.8
8,27,62.56
8,28,65.81
8,29,68.87
8,30,71.03
8,31,74.19
8,32,76.54
8,33,80.2
8,34,82.86
8,35,84.71
8,36,87.57
8,37,91.73
8,38,95.09
8,39,97.34
8,40,99.6
8,5,0.9
8,6,3.06
8,7,6.31
8,8,9.57
8,9,10.63
8,10,13.49
8,11,18.14
8,12,20.2
8,13,21.96
8,14,24.91
8,15,27.87
8,16,31.13
8,17,33.39
8,18,36.64
8,19,39.4
8,20,41.96
8,21,46.31
8,22,47.97
8,23,51.53
8,24,54.09
8,25,57.04
8,26,60.9
8,27,62.56
8,28,65.11
8,29,69.57
8,30,70.73
8,31,75.29
8,32,76.74
8,33,80.8
8,34,83.46
8,35,85.51
8,36,89.47
8,37,91.43
8,38,93.79
8,39,96.64
8,40,100.1
8,5,0.6
8,6,2.06
8,7,5.61
8,8,7.97
8,9,10.93
8,10,14.39
8,11,17.74
8,12,20.7
8,13,23.06
8,14,25.11
8,15,28.47
8,16,31.83
8,17,33.49
8,18,37.64
8,19,40.2
8,20,42.16
8,21,44.71
8,22,48.47
8,23,51.93
8,24,55.09
8,25,57.54
8,26,61
8,27,62.76
8,28,66.71
8,29,69.17
8,30,71.33
8,31,75.09
8,32,76.54
8,33,79.3
8,34,82.06
8,35,86.21
8,36,89.07
8,37,90.63
8,38,94.89
8,39,97.44
8,40,100.7
8,5,0.1
8,6,3.16
8,7,6.41
8,8,7.57
8,9,10.63
8,10,13.99
8,11,16.44
8,12,19.6
8,13,23.76
8,14,25.91
8,15,28.87
8,16,30.93
8,17,33.99
8,18,38.14
8,19,40.2
8,20,42.66
8,21,46.71
8,22,48.67
8,23,51.53
8,24,53.79
8,25,56.74
8,26,61
8,27,62.46
8,28,65.31
8,29,68.67
8,30,71.73
8,31,73.89
8,32,77.74
8,33,80.2
8,34,82.66
8,35,86.61
8,36,88.67
8,37,91.53
8,38,94.49
8,39,97.94
8,40,100.5
8,5,0.7
8,6,3.36
8,7,6.51
8,8,8.97
8,9,11.13
8,10,15.09
8,11,16.44
8,12,19.1
8,13,21.96
8,14,26.61
8,15,27.87
8,16,32.03
8,17,34.59
8,18,36.54
8,19,39.6
8,20,43.86
8,21,45.51
8,22,49.27
8,23,50.53
8,24,55.19
8,25,57.74
8,26,59.3
8,27,62.76
8,28,64.81
8,29,68.57
8,30,70.83
8,31,73.59
8,32,76.44
8,33,80.5
8,34,83.76
8,35,85.41
8,36,87.87
8,37,91.43
8,38,93.39
8,39,97.44
8,40,100.8
8,5,0.8
8,6,1.86
8,7,6.31
8,8,8.97
8,9,11.33
8,10,14.99
8,11,17.34
8,12,19
8,13,22.36
8,14,25.31
8,15,29.37
8,16,32.03
8,17,33.99
8,18,38.14
8,19,39.3
8,20,42.76
8,21,45.01
8,22,48.47
8,23,52.13
8,24,54.69
8,25,57.84
8,26,59
8,27,62.26
8,28,66.31
8,29,69.47
8,30,70.43
8,31,73.39
8,32,76.14
8,33,80.9
8,34,83.66
8,35,84.81
8,36,88.87
8,37,90.53
8,38,94.09
8,39,96.24
8,40,100.2
8,5,1
8,6,2.56
8,7,5.81
8,8,7.77
8,9,11.63
8,10,14.59
8,11,17.14
8,12,20.6
8,13,23.56
8,14,26.21
8,15,29.17
8,16,30.83
8,17,34.89
8,18,37.64
8,19,39.2
8,20,42.46
8,21,45.71
8,22,48.57
8,23,51.53
8,24,54.79
8,25,56.64
8,26,60.7
8,27,62.46
8,28,65.81
8,29,68.47
8,30,71.43
8,31,74.59
8,32,77.14
8,33,80.9
8,34,83.06
8,35,86.31
8,36,87.57
8,37,91.73
8,38,95.29
8,39,97.84
8,40,99.6
9,5,1
9,6,1.86
9,7,6.11
9,8,7.67
9,9,10.83
9,10,13.39
9,11,18.14
9,12,21
9,13,22.06
9,14,25.61
9,15,28.67
9,16,32.43
9,17,34.79
9,18,36.24
9,19,40.6
9,20,42.26
9,21,46.31
9,22,48.97
9,23,51.83
9,24,53.59
9,25,56.74
9,26,59.7
9,27,62.26
9,28,65.91
9,29,69.07
9,30,70.63
9,31,75.19
9,32,77.24
9,33,79.8
9,34,83.26
9,35,85.11
9,36,88.17
9,37,90.43
9,38,94.99
9,39,97.14
9,40,99.9
9,5,0.9
9,6,2.76
9,7,6.11
9,8,8.27
9,9,11.03
9,10,13.69
9,11,16.34
9,12,19.4
9,13,22.36
9,14,24.91
9,15,29.17
9,16,31.53
9,17,34.09
9,18,37.14
9,19,40.4
9,20,43.46
9,21,46.71
9,22,48.57
9,23,50.43
9,24,54.19
9,25,57.34
9,26,59.1
9,27,63.06
9,28,66.31
9,29,68.77
9,30,71.93
9,31,74.49
9,32,77.54
9,33,79.9
9,34,83.16
9,35,85.31
9,36,89.27
9,37,92.23
9,38,93.49
9,39,96.54
9,40,99.4
9,5,0.8
9,6,2.16
9,7,4.71
9,8,8.27
9,9,12.13
9,10,13.39
9,11,17.64
9,12,19
9,13,22.06
9,14,25.91
9,15,28.27
9,16,31.53
9,17,33.99
9,18,38.14
9,19,39.9
9,20,42.76
9,21,45.61
9,22,47.87
9,23,51.73
9,24,53.69
9,25,57.34
9,26,60.7
9,27,63.66
9,28,65.01
9,29,68.77
9,30,71.33
9,31,74.79
9,32,76.84
9,33,79
9,34,82.46
9,35,85.51
9,36,87.77
9,37,91.73
9,38,94.19
9,39,98.14
9,40,99.9
9,5,1
9,6,3.66
9,7,5.21
9,8,9.47
9,9,10.93
9,10,14.69
9,11,17.14
9,12,19.2
9,13,23.16
9,14,25.81
9,15,27.87
9,16,32.23
9,17,33.79
9,18,37.94
9,19,40.6
9,20,43.06
9,21,44.81
9,22,49.17
9,23,51.53
9,24,55.09
9,25,57.74
9,26,59.1
9,27,63.66
9,28,66.41
9,29,68.87
9,30,72.23
9,31,74.69
9,32,76.34
9,33,79
9,34,83.56
9,35,85.61
9,36,88.37
9,37,91.33
9,38,94.39
9,39,96.94
9,40,100.3
9,5,0.3
9,6,3.56
9,7,5.01
9,8,8.97
9,9,10.73
9,10,13.99
9,11,17.94
9,12,19.8
9,13,23.86
9,14,25.01
9,15,28.57
9,16,31.23
9,17,33.69
9,18,36.44
9,19,39.4
9,20,43.66
9,21,45.01
9,22,49.07
9,23,51.13
9,24,54.99
9,25,56.44
9,26,59.9
9,27,63.16
9,28,65.41
9,29,68.97
9,30,72.03
9,31,74.49
9,32,78.14
9,33,79.8
9,34,83.86
9,35,85.71
9,36,88.17
9,37,91.13
9,38,93.29
9,39,97.84
9,40,100.1
9,5,0.3
9,6,3.66
9,7,5.81
9,8,7.67
9,9,12.03
9,10,15.19
9,11,16.24
9,12,19.5
9,13,23.16
9,14,26.21
9,15,29.07
9,16,31.33
9,17,33.99
9,18,37.74
9,19,40.8
9,20,42.16
9,21,45.01
9,22,47.67
9,23,51.93
9,24,53.79
9,25,57.84
9,26,59.9
9,27,63.16
9,28,65.51
9,29,68.07
9,30,70.73
9,31,74.79
9,32,76.54
9,33,80.6
9,34,82.26
9,35,85.41
9,36,88.97
9,37,90.93
9,38,94.59
9,39,96.24
9,40,100.1
9,5,0.8
9,6,3.66
9,7,5.61
9,8,9.57
9,9,12.33
9,10,14.99
9,11,18.04
9,12,20.3
9,13,23.66
9,14,25.71
9,15,27.57
9,16,32.13
9,17,33.39
9,18,37.94
9,19,40.5
9,20,42.36
9,21,45.21
9,22,49.17
9,23,52.03
9,24,54.69
9,25,57.24
9,26,60.2
9,27,62.46
9,28,65.81
9,29,69.17
9,30,72.13
9,31,73.79
9,32,76.84
9,33,79.4
9,34,82.06
9,35,84.91
9,36,88.57
9,37,92.43
9,38,93.39
9,39,96.24
9,40,99.8
9,5,1
9,6,3.26
9,7,5.11
9,8,8.77
9,9,11.73
9,10,14.99
9,11,16.54
9,12,19.8
9,13,22.96
9,14,24.71
9,15,27.57
9,16,30.43
9,17,33.99
9,18,37.54
9,19,40.7
9,20,43.06
9,21,46.31
9,22,49.37
9,23,50.63
9,24,54.19
9,25,56.94
9,26,60.8
9,27,62.56
9,28,65.71
9,29,68.37
9,30,71.03
9,31,75.09
9,32,77.84
9,33,79.4
9,34,83.26
9,35,85.61
9,36,88.47
9,37,92.23
9,38,95.19
9,39,96.94
9,40,99.7
9,5,0.4
9,6,3.56
9,7,5.61
9,8,7.77
9,9,12.13
9,10,13.59
9,11,17.74
9,12,19.3
9,13,22.56
9,14,26.71
9,15,29.37
9,16,32.03
9,17,34.79
9,18,36.74
9,19,39.7
9,20,42.06
9,21,44.81
9,22,47.87
9,23,51.83
9,24,53.69
9,25,57.34
9,26,59.4
9,27,62.76
9,28,66.31
9,29,68.27
9,30,71.63
9,31,73.89
9,32,76.44
9,33,79.3
9,34,83.46
9,35,84.71
9,36,87.67
9,37,91.93
9,38,94.59
9,39,96.64
9,40,100.2
9,5,0
9,6,2.36
9,7,5.21
9,8,7.97
9,9,11.23
9,10,14.19
9,11,16.54
9,12,19.5
9,13,22.36
9,14,25.41
9,15,28.37
9,16,30.53
9,17,34.49
9,18,37.54
9,19,40.2
9,20,42.86
9,21,45.61
9,22,49.17
9,23,52.23
9,24,54.69
9,25,57.54
9,26,59.4
9,27,63.36
9,28,66.31
9,29,67.67
9,30,72.03
9,31,75.29
9,32,78.14
9,33,79
9,34,82.76
9,35,86.31
9,36,88.47
9,37,91.43
9,38,93.29
9,39,98.14
9,40,99.9
10,5,0.1
10,6,3.16
10,7,6.11
10,8,8.87
10,9,11.83
10,10,13.89
10,11,16.84
10,12,19.5
10,13,23.46
10,14,26.11
10,15,28.37
10,16,30.73
10,17,33.79
10,18,37.24
10,19,39.9
10,20,43.26
10,21,45.41
10,22,48.07
10,23,51.93
10,24,53.69
10,25,58.04
10,26,60
10,27,61.86
10,28,65.01
10,29,68.37
10,30,71.83
10,31,73.29
10,32,77.24
10,33,79
10,34,83.86
10,35,84.91
10,36,88.97
10,37,91.33
10,38,93.79
10,39,97.94
10,40,100.6
10,5,0.1
10,6,3.86
10,7,6.11
10,8,7.97
10,9,11.13
10,10,14.49
10,11,16.84
10,12,20.9
10,13,23.06
10,14,25.01
10,15,29.17
10,16,30.83
10,17,34.59
10,18,36.44
10,19,40.5
10,20,42.36
10,21,45.91
10,22,49.27
10,23,51.73
10,24,54.99
10,25,56.34
10,26,59.1
10,27,62.76
10,28,65.21
10,29,67.87
10,30,71.13
10,31,74.59
10,32,77.04
10,33,80.6
10,34,83.06
10,35,85.61
10,36,87.77
10,37,91.73
10,38,94.39
10,39,96.44
10,40,100.2
10,5,0.1
10,6,3.56
10,7,4.71
10,8,8.97
10,9,12.23
10,10,13.99
10,11,17.04
10,12,19.9
10,13,22.96
10,14,26.41
10,15,28.77
10,16,31.93
10,17,33.59
10,18,36.34
10,19,40
10,20,42.06
10,21,46.11
10,22,47.77
10,23,52.33
10,24,54.59
10,25,56.44
10,26,59
10,27,62.06
10,28,65.61
10,29,67.77
10,30,72.23
10,31,73.69
10,32,76.84
10,33,79.1
10,34,82.76
10,35,84.71
10,36,88.47
10,37,91.43
10,38,93.79
10,39,97.94
10,40,99.3
10,5,0.1
10,6,3.56
10,7,6.41
10,8,8.97
10,9,12.23
10,10,15.09
10,11,16.64
10,12,20.9
10,13,21.96
10,14,26.71
10,15,28.47
10,16,32.03
10,17,33.59
10,18,37.54
10,19,40.1
10,20,43.56
10,21,44.81
10,22,48.87
10,23,51.33
10,24,54.49
10,25,56.24
10,26,60.9
10,27,61.96
10,28,65.51
10,29,67.57
10,30,70.73
10,31,74.29
10,32,77.14
10,33,81
10,34,82.76
10,35,85.41
10,36,89.57
10,37,92.03
10,38,93.39
10,39,97.54
10,40,100.8
10,5,0.5
10,6,2.16
10,7,4.81
10,8,8.87
10,9,11.03
10,10,14.39
10,11,16.84
10,12,20.3
10,13,23.26
10,14,25.31
10,15,29.57
10,16,32.43
10,17,34.59
10,18,37.14
10,19,39.6
10,20,43.66
10,21,46.51
10,22,48.87
10,23,52.43
10,24,55.09
10,25,57.54
10,26,60.4
10,27,63.16
10,28,66.31
10,29,67.87
10,30,70.43
10,31,74.49
10,32,76.14
10,33,81
10,34,82.16
10,35,86.61
10,36,89.47
10,37,90.73
10,38,93.49
10,39,96.84
10,40,100
10,5,0.1
10,6,2.26
10,7,4.91
10,8,8.07
10,9,10.73
10,10,13.99
10,11,16.94
10,12,20
10,13,22.46
10,14,24.91
10,15,29.37
10,16,32.43
10,17,34.09
10,18,36.64
10,19,39.4
10,20,42.36
10,21,45.31
10,22,48.37
10,23,51.23
10,24,53.69
10,25,57.44
10,26,59.5
10,27,63.46
10,28,65.81
10,29,68.67
10,30,70.53
10,31,75.19
10,32,76.74
10,33,79.3
10,34,82.66
10,35,85.91
10,36,87.97
10,37,91.63
10,38,95.29
10,39,96.74
10,40,101
10,5,0.2
10,6,2.86
10,7,5.51
10,8,8.17
10,9,12.13
10,10,14.09
10,11,17.54
10,12,20.6
10,13,23.26
10,14,25.21
10,15,29.27
10,16,31.73
10,17,34.19
10,18,37.74
10,19,39.4
10,20,42.66
10,21,45.81
10,22,48.57
10,23,52.43
10,24,53.39
10,25,57.74
10,26,60.8
10,27,62.96
10,28,66.51
10,29,69.17
10,30,71.83
10,31,73.89
10,32,77.74
10,33,80.5
10,34,83.56
10,35,85.91
10,36,89.37
10,37,90.93
10,38,94.19
10,39,97.64
10,40,99.7
10,5,0.4
10,6,2.96
10,7,6.71
10,8,9.47
10,9,10.53
10,10,13.99
10,11,17.04
10,12,20.9
10,13,22.76
10,14,26.31
10,15,29.07
10,16,31.23
10,17,33.99
10,18,37.94
10,19,41
10,20,43.46
10,21,45.31
10,22,49.47
10,23,50.53
10,24,53.89
10,25,56.44
10,26,60.5
10,27,63.76
10,28,66.31
10,29,68.17
10,30,72.23
